wordcount,deliver_time,account_type,header_id,submit_time,message_id,message,bind_id,country_code,start_time,operator_name,mobile_num,operator_model,country_name,source_add,multipart_size,template_id,sub_user_id,customer_id,pe_id,operator_circle,status,timestamp
10,1778672551007,CORPORATE,AJIOLX,1778672551007,c6d0fc50-1252-4cc0-9e8c-96d88c0f81bd,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,1eaa5d81-811c-45f8-bc8c-6a7bcf4213ba,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,692902d6-3248-4df1-a4a1-44139d8b6b1a,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,ba5ca9e8-f63a-49a2-8d3a-543023f81bbe,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,f3fd57c5-ca04-47e0-b1f4-51ab2db61e73,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,f88c497c-a996-48df-8ca9-894f7ab35a37,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,d92ae6c7-f3ff-4513-9a50-3217f4e4d92c,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,92dcf3ab-3860-4d67-9a6b-a8ad133c729e,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,3195cc30-99de-45f9-b046-f032d0668209,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,a2cf0373-cc1f-44e2-803f-0de70b33db07,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,f80721f4-ab4d-43ac-bfb3-c3dbc9d9689f,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,948f0708-697d-4844-8080-1de18c8f7ad4,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,e3a6fce2-db57-4c9f-bffe-c7b82032f1f0,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,23a3610e-ee20-4707-91b4-2151215f94e2,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,93d8f651-f818-4a1b-83cc-5165265dac4f,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,52204d38-0506-4e7b-9e40-e8ca29fc0f5c,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,8a5a3287-8e25-4f94-892e-e369873bff5d,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,16e9994e-ad4c-4a50-974c-c14a6ea8164a,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,a097f93c-d432-4b7d-93ac-70be91392d20,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,c586f1c0-4e18-45d9-abf6-649f839b83a4,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,cce141dd-8538-4746-95d0-e2ea79940e56,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,a8a497c3-7818-4299-bd0f-bca32e603470,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,6526cd2b-6eef-45de-bb4e-018c3bf43bcd,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,95075432-8105-436b-a9bf-b969fcd50836,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,3ab2c42e-cf5c-4744-88e6-0b75a03405ea,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,0bc653d4-f2fa-42cc-8d11-53e27a0bdfaf,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,a56626d7-cd78-49b1-a244-d2b8c786b273,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,6c1c8301-a308-4718-a09b-e25f8fad9b32,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,389df029-0ff8-43db-a602-208f7b89534a,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,14afa19d-7517-4790-971b-a3ea7fdffaa3,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,5a1d702b-f5df-4eb7-9981-f2ae25ca1ba7,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,0c710bb8-ff5f-42b8-a1f5-4a6c45d65ead,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,d72fc0ee-29cc-4338-aff3-59933841e80b,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,f9154910-e14c-4760-8871-0eaa5b242c98,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,0c0d19a3-c9da-43e0-ab3d-b8f7ac176e4d,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,6effd854-7aa8-4f2a-9735-abb3f337f12c,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,4667e27a-100a-45da-b270-8b02763f7601,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,DELIVERED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,971c8be1-83d2-46d7-9b1f-12aadb84b313,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,FAILED,2026-05-13 17:12:31
10,1778672551007,CORPORATE,AJIOLX,1778672551007,6240dd2f-6cff-41a4-b025-f1e8e80a7b60,encoded-message,abc,+91,2026-05-13T17:12:31,Vodafone Idea Limited,9012345678,GSM,India,,1,1234567890,123,rakesh,1234567890,DL,SUBMITTED,2026-05-13 17:12:31
